Year,Month,tagName,Question
"2011","9","c","1916"
"2011","9","c#","9310"
"2011","9","php","8088"
"2011","9","go","26"
"2011","9","java","8334"
"2011","9","python","3522"
"2011","9","javascript","8200"
"2011","8","python","3828"
"2011","8","javascript","8912"
"2011","8","c++","3954"
"2011","8","c#","10075"
"2011","8","php","8951"
"2011","8","c","1823"
"2011","8","java","8692"
"2011","8","go","40"
"2011","7","c++","3850"
"2011","7","c#","9610"
"2011","7","java","8164"
"2011","7","javascript","8113"
"2011","7","php","8710"
"2011","7","go","26"
"2011","7","python","3662"
"2011","7","c","1659"
"2011","6","javascript","7686"
"2011","6","php","8049"
"2011","6","c++","3813"
"2011","6","java","7914"
"2011","6","go","34"
"2011","6","python","3472"
"2011","6","c#","9764"
"2011","6","c","1764"
"2011","5","php","8110"
"2011","5","java","8568"
"2011","5","javascript","7311"
"2011","5","c++","3882"
"2011","5","c","1825"
"2011","5","go","37"
"2011","5","python","3516"
"2011","5","c#","10017"
"2011","4","php","7661"
"2011","4","java","7896"
"2011","4","go","7"
"2011","4","c++","4167"
"2011","4","c","2040"
"2011","4","python","3342"
"2011","4","javascript","6879"
"2011","4","c#","9282"
"2011","3","go","3"
"2011","3","java","8479"
"2011","3","javascript","6770"
"2011","3","php","8118"
"2011","3","c","2110"
"2011","3","python","3749"
"2011","3","c++","4179"
"2011","3","c#","9987"
"2011","2","java","6872"
"2011","2","python","3012"
"2011","2","go","16"
"2011","2","c#","8224"
"2011","2","c++","3445"
"2011","2","javascript","5589"
"2011","2","c","1638"
"2011","2","php","6713"
"2011","1","c","1461"
"2011","1","python","2903"
"2011","1","go","15"
"2011","1","c++","3495"
"2011","1","javascript","5424"
"2011","1","php","6441"
"2011","1","c#","7989"
"2011","1","java","6540"
"2012","12","c","2565"
"2012","12","c#","10955"
"2012","12","javascript","11743"
"2012","12","php","11080"
"2012","12","c++","5685"
"2012","12","java","12423"
"2012","12","go","113"
"2012","12","python","5755"
"2012","11","php","11793"
"2012","11","c#","12234"
"2012","11","java","13615"
"2012","11","javascript","12352"
"2012","11","go","104"
"2012","11","python","6390"
"2012","11","c","3197"
"2012","11","c++","6272"
"2012","10","python","6130"
"2012","10","php","11806"
"2012","10","c++","5914"
"2012","10","c#","12718"
"2012","10","java","13500"
"2012","10","javascript","12425"
"2012","10","go","101"
"2012","10","c","3152"
"2012","9","php","11003"
"2012","9","javascript","11164"
"2012","9","c++","4910"
"2012","9","java","11624"
"2012","9","go","130"
"2012","9","python","5251"
"2012","9","c#","11279"
"2012","9","c","2531"
"2012","8","java","12257"
"2012","8","c++","5164"
"2012","8","php","11906"
"2012","8","c","2318"
"2012","8","go","72"
"2012","8","python","5864"
"2012","8","c#","11951"
"2012","8","javascript","12432"
"2012","7","go","76"
"2012","7","c++","5284"
"2012","7","php","11751"
"2012","7","c","2371"
"2012","7","c#","12321"
"2012","7","python","5725"
"2012","7","javascript","12309"
"2012","7","java","12259"
"2012","6","php","10604"
"2012","6","javascript","11245"
"2012","6","go","72"
"2012","6","python","5281"
"2012","6","java","11109"
"2012","6","c#","11327"
"2012","6","c++","4654"
"2012","6","c","2311"
"2012","5","go","69"
"2012","5","python","5103"
"2012","5","php","10956"
"2012","5","javascript","11527"
"2012","5","c#","11581"
"2012","5","c++","4989"
"2012","5","c","2484"
"2012","5","java","12191"
"2012","4","go","69"
"2012","4","c","2673"
"2012","4","c++","5313"
"2012","4","c#","11134"
"2012","4","php","10433"
"2012","4","java","12043"
"2012","4","javascript","10678"
"2012","4","python","4920"
"2012","3","python","5041"
"2012","3","go","47"
"2012","3","c#","11607"
"2012","3","javascript","10722"
"2012","3","c++","5243"
"2012","3","php","10923"
"2012","3","java","12412"
"2012","3","c","2733"
"2012","2","python","4493"
"2012","2","go","31"
"2012","2","c#","10766"
"2012","2","php","9960"
"2012","2","javascript","9993"
"2012","2","c++","5106"
"2012","2","c","2407"
"2012","2","java","10967"
"2012","1","java","10154"
"2012","1","c","2234"
"2012","1","c#","10461"
"2012","1","python","4212"
"2012","1","javascript","9611"
"2012","1","c++","4548"
"2012","1","php","9343"
"2012","1","go","37"
"2013","12","c++","7022"
"2013","12","java","17492"
"2013","12","php","14507"
"2013","12","javascript","18060"
"2013","12","c#","13643"
"2013","12","go","240"
"2013","12","python","8462"
"2013","12","c","3501"
"2013","11","php","14980"
"2013","11","java","18803"
"2013","11","c++","8148"
"2013","11","python","9499"
"2013","11","c#","14612"
"2013","11","go","209"
"2013","11","javascript","18543"
"2013","11","c","4294"
"2013","10","c++","7984"
"2013","10","php","15403"
"2013","10","java","18761"
"2013","10","python","9496"
"2013","10","javascript","19780"
"2013","10","c#","15220"
"2013","10","go","212"
"2013","10","c","4241"
"2013","9","c#","13778"
"2013","9","java","16299"
"2013","9","python","7972"
"2013","9","go","237"
"2013","9","c++","6565"
"2013","9","c","3400"
"2013","9","javascript","17741"
"2013","9","php","14319"
"2013","8","python","7944"
"2013","8","go","207"
"2013","8","c","3010"
"2013","8","php","14389"
"2013","8","c++","6257"
"2013","8","javascript","16871"
"2013","8","java","15093"
"2013","8","c#","13870"
"2013","7","python","8619"
"2013","7","c","3024"
"2013","7","go","200"
"2013","7","javascript","16842"
"2013","7","c++","6579"
"2013","7","c#","14197"
"2013","7","php","14377"
"2013","7","java","15221"
"2013","6","c","2941"
"2013","6","python","7603"
"2013","6","go","176"
"2013","6","c#","12799"
"2013","6","javascript","14628"
"2013","6","php","12761"
"2013","6","java","13955"
"2013","6","c++","6191"
"2013","5","c","3195"
"2013","5","go","142"
"2013","5","python","7808"
"2013","5","c#","13479"
"2013","5","java","15293"
"2013","5","php","13148"
"2013","5","javascript","15058"
"2013","5","c++","6843"
"2013","4","javascript","15334"
"2013","4","python","7929"
"2013","4","c#","13891"
"2013","4","java","16238"
"2013","4","php","13443"
"2013","4","c","3529"
"2013","4","c++","7129"
"2013","4","go","125"
"2013","3","javascript","15304"
"2013","3","c#","14235"
"2013","3","php","14150"
"2013","3","c","3442"
"2013","3","c++","7185"
"2013","3","java","15918"
"2013","3","python","7619"
"2013","3","go","127"
"2013","2","c#","12488"
"2013","2","java","13703"
"2013","2","javascript","13628"
"2013","2","c","3094"
"2013","2","php","12569"
"2013","2","c++","6067"
"2013","2","go","117"
"2013","2","python","6726"
"2013","1","php","12886"
"2013","1","java","13716"
"2013","1","c#","12761"
"2013","1","c++","6041"
"2013","1","javascript","13796"
"2013","1","go","101"
"2013","1","c","2905"
"2013","1","python","6570"
"2014","12","go","350"
"2014","12","python","9044"
"2014","12","java","16398"
"2014","12","javascript","17018"
"2014","12","c#","11095"
"2014","12","c++","6082"
"2014","12","c","3155"
"2014","12","php","12400"
"2014","11","c","3675"
"2014","11","python","9576"
"2014","11","go","336"
"2014","11","c#","11882"
"2014","11","c++","6568"
"2014","11","java","17878"
"2014","11","javascript","18002"
"2014","11","php","13097"
"2014","10","c","3806"
"2014","10","python","9586"
"2014","10","go","383"
"2014","10","c#","12567"
"2014","10","c++","6843"
"2014","10","php","13659"
"2014","10","java","17921"
"2014","10","javascript","18936"
"2014","9","python","8779"
"2014","9","c#","12331"
"2014","9","go","392"
"2014","9","c","3235"
"2014","9","php","13419"
"2014","9","javascript","18150"
"2014","9","java","16729"
"2014","9","c++","6201"
"2014","8","c#","12511"
"2014","8","c","2678"
"2014","8","python","9119"
"2014","8","javascript","18485"
"2014","8","go","405"
"2014","8","php","13255"
"2014","8","java","15758"
"2014","8","c++","5885"
"2014","7","c#","13706"
"2014","7","python","9923"
"2014","7","javascript","20158"
"2014","7","java","17408"
"2014","7","php","14340"
"2014","7","c++","6280"
"2014","7","go","451"
"2014","7","c","2837"
"2014","6","go","288"
"2014","6","php","13091"
"2014","6","c","2777"
"2014","6","javascript","18334"
"2014","6","c#","12524"
"2014","6","c++","5679"
"2014","6","python","8922"
"2014","6","java","15949"
"2014","5","c++","6795"
"2014","5","javascript","19841"
"2014","5","php","14833"
"2014","5","c#","13926"
"2014","5","python","9252"
"2014","5","c","3267"
"2014","5","go","280"
"2014","5","java","18001"
"2014","4","java","20936"
"2014","4","php","17791"
"2014","4","javascript","21478"
"2014","4","c#","15356"
"2014","4","c++","8142"
"2014","4","c","4014"
"2014","4","go","342"
"2014","4","python","10780"
"2014","3","php","18407"
"2014","3","java","22004"
"2014","3","javascript","22682"
"2014","3","c","4564"
"2014","3","go","255"
"2014","3","python","11426"
"2014","3","c#","16193"
"2014","3","c++","8673"
"2014","2","python","9907"
"2014","2","c#","15132"
"2014","2","c++","7693"
"2014","2","javascript","21196"
"2014","2","java","19303"
"2014","2","php","16629"
"2014","2","c","3975"
"2014","2","go","205"
"2014","1","php","16880"
"2014","1","java","18712"
"2014","1","c","3739"
"2014","1","go","303"
"2014","1","c++","7699"
"2014","1","javascript","21154"
"2014","1","python","9846"
"2014","1","c#","15350"
"2015","12","c","3091"
"2015","12","c#","12156"
"2015","12","go","425"
"2015","12","javascript","21102"
"2015","12","java","16575"
"2015","12","python","11660"
"2015","12","php","13796"
"2015","12","c++","6564"
"2015","11","python","12305"
"2015","11","c#","12397"
"2015","11","javascript","21293"
"2015","11","c","3619"
"2015","11","php","13364"
"2015","11","java","17797"
"2015","11","c++","7093"
"2015","11","go","435"
"2015","10","c#","12802"
"2015","10","python","12490"
"2015","10","c","3679"
"2015","10","c++","7053"
"2015","10","javascript","21842"
"2015","10","php","13954"
"2015","10","go","429"
"2015","10","java","18570"
"2015","9","c#","12927"
"2015","9","c","3087"
"2015","9","javascript","21416"
"2015","9","php","13548"
"2015","9","c++","5915"
"2015","9","python","10978"
"2015","9","java","16966"
"2015","9","go","425"
"2015","8","php","14287"
"2015","8","java","17112"
"2015","8","c++","5879"
"2015","8","c#","13238"
"2015","8","python","11233"
"2015","8","javascript","22181"
"2015","8","go","448"
"2015","8","c","2577"
"2015","7","php","15429"
"2015","7","c++","6708"
"2015","7","javascript","24003"
"2015","7","java","18722"
"2015","7","c#","14136"
"2015","7","go","468"
"2015","7","python","12325"
"2015","7","c","2816"
"2015","6","c++","6520"
"2015","6","javascript","22644"
"2015","6","php","14423"
"2015","6","java","17875"
"2015","6","go","421"
"2015","6","c","3171"
"2015","6","c#","13542"
"2015","6","python","11822"
"2015","5","c++","6823"
"2015","5","java","18567"
"2015","5","php","14630"
"2015","5","javascript","22177"
"2015","5","c","3523"
"2015","5","go","396"
"2015","5","python","11226"
"2015","5","c#","13372"
"2015","4","c++","7152"
"2015","4","go","390"
"2015","4","php","15032"
"2015","4","java","19845"
"2015","4","c","3952"
"2015","4","c#","13105"
"2015","4","javascript","20935"
"2015","4","python","11461"
"2015","3","java","19795"
"2015","3","python","11617"
"2015","3","go","469"
"2015","3","javascript","20565"
"2015","3","c","3919"
"2015","3","c++","7396"
"2015","3","c#","13276"
"2015","3","php","14974"
"2015","2","go","384"
"2015","2","c","3366"
"2015","2","python","10204"
"2015","2","java","16775"
"2015","2","c#","11804"
"2015","2","c++","6481"
"2015","2","php","13568"
"2015","2","javascript","18696"
"2015","1","python","9684"
"2015","1","go","469"
"2015","1","c","3212"
"2015","1","c++","6132"
"2015","1","c#","11762"
"2015","1","javascript","18544"
"2015","1","php","13663"
"2015","1","java","16554"
"2016","12","c","2799"
"2016","12","go","497"
"2016","12","python","13061"
"2016","12","java","13856"
"2016","12","c++","5234"
"2016","12","c#","10691"
"2016","12","javascript","19816"
"2016","12","php","11487"
"2016","11","go","476"
"2016","11","c","3266"
"2016","11","c#","11659"
"2016","11","php","11965"
"2016","11","javascript","20527"
"2016","11","c++","6091"
"2016","11","java","15661"
"2016","11","python","14189"
"2016","10","javascript","20453"
"2016","10","c#","11459"
"2016","10","c","3212"
"2016","10","python","13507"
"2016","10","go","533"
"2016","10","java","15344"
"2016","10","c++","5977"
"2016","10","php","12285"
"2016","9","c","2511"
"2016","9","javascript","20470"
"2016","9","c#","11111"
"2016","9","python","12340"
"2016","9","go","512"
"2016","9","php","12170"
"2016","9","java","14691"
"2016","9","c++","5144"
"2016","8","go","575"
"2016","8","c#","12725"
"2016","8","c","2217"
"2016","8","javascript","22678"
"2016","8","php","12909"
"2016","8","python","12920"
"2016","8","java","15190"
"2016","8","c++","5019"
"2016","7","c","2350"
"2016","7","c#","12009"
"2016","7","javascript","22217"
"2016","7","c++","5475"
"2016","7","java","14957"
"2016","7","php","12950"
"2016","7","go","538"
"2016","7","python","12836"
"2016","6","c#","13073"
"2016","6","javascript","22161"
"2016","6","php","13666"
"2016","6","c++","5723"
"2016","6","java","15929"
"2016","6","c","2301"
"2016","6","go","548"
"2016","6","python","12911"
"2016","5","python","13111"
"2016","5","javascript","23018"
"2016","5","php","14482"
"2016","5","java","17047"
"2016","5","c++","6140"
"2016","5","c","2723"
"2016","5","c#","13507"
"2016","5","go","580"
"2016","4","php","14502"
"2016","4","java","19505"
"2016","4","c++","6900"
"2016","4","c","3362"
"2016","4","c#","13727"
"2016","4","go","603"
"2016","4","javascript","23473"
"2016","4","python","13672"
"2016","3","java","19932"
"2016","3","c++","7028"
"2016","3","go","595"
"2016","3","php","15170"
"2016","3","c","3451"
"2016","3","javascript","24109"
"2016","3","c#","13620"
"2016","3","python","14069"
"2016","2","go","542"
"2016","2","java","17863"
"2016","2","python","13258"
"2016","2","php","14954"
"2016","2","javascript","22492"
"2016","2","c++","6562"
"2016","2","c#","12745"
"2016","2","c","3278"
"2016","1","python","12355"
"2016","1","c#","12367"
"2016","1","c","3049"
"2016","1","java","16648"
"2016","1","php","14620"
"2016","1","c++","6098"
"2016","1","javascript","22538"
"2016","1","go","496"
"2017","12","python","14949"
"2017","12","c#","8616"
"2017","12","php","9151"
"2017","12","go","529"
"2017","12","c","2199"
"2017","12","java","11990"
"2017","12","javascript","16989"
"2017","12","c++","4462"
"2017","11","python","17000"
"2017","11","go","655"
"2017","11","java","14193"
"2017","11","php","10610"
"2017","11","c#","9800"
"2017","11","javascript","19419"
"2017","11","c++","5039"
"2017","11","c","2958"
"2017","10","php","10840"
"2017","10","python","16953"
"2017","10","c","2786"
"2017","10","c#","10235"
"2017","10","go","618"
"2017","10","javascript","19878"
"2017","10","java","14026"
"2017","10","c++","5222"
"2017","9","c","2101"
"2017","9","c#","9877"
"2017","9","go","544"
"2017","9","python","15457"
"2017","9","php","10707"
"2017","9","c++","4474"
"2017","9","java","12762"
"2017","9","javascript","19003"
"2017","8","python","16467"
"2017","8","c","2048"
"2017","8","c#","10955"
"2017","8","javascript","21359"
"2017","8","c++","4796"
"2017","8","java","13764"
"2017","8","go","611"
"2017","8","php","11666"
"2017","7","javascript","21620"
"2017","7","php","11796"
"2017","7","c#","11210"
"2017","7","c","2051"
"2017","7","python","16923"
"2017","7","java","14154"
"2017","7","go","657"
"2017","7","c++","5025"
"2017","6","c","2354"
"2017","6","php","11775"
"2017","6","c#","11308"
"2017","6","javascript","21599"
"2017","6","java","14629"
"2017","6","c++","4691"
"2017","6","go","575"
"2017","6","python","16031"
"2017","5","java","16348"
"2017","5","c++","5305"
"2017","5","c#","11991"
"2017","5","javascript","22398"
"2017","5","php","13049"
"2017","5","go","586"
"2017","5","python","16190"
"2017","5","c","2744"
"2017","4","java","15941"
"2017","4","php","12436"
"2017","4","c++","5885"
"2017","4","javascript","21250"
"2017","4","python","15648"
"2017","4","c","2858"
"2017","4","go","507"
"2017","4","c#","11096"
"2017","3","php","14087"
"2017","3","javascript","23725"
"2017","3","java","17322"
"2017","3","c++","6229"
"2017","3","c","2970"
"2017","3","python","17136"
"2017","3","go","653"
"2017","3","c#","12992"
"2017","2","php","12517"
"2017","2","go","554"
"2017","2","c++","5171"
"2017","2","java","14581"
"2017","2","python","14786"
"2017","2","c","2728"
"2017","2","javascript","21195"
"2017","2","c#","11498"
"2017","1","python","14292"
"2017","1","go","561"
"2017","1","c++","5650"
"2017","1","java","14578"
"2017","1","c#","11695"
"2017","1","c","2760"
"2017","1","php","12642"
"2017","1","javascript","21420"
"2018","12","javascript","14384"
"2018","12","c#","7608"
"2018","12","python","15852"
"2018","12","c","2228"
"2018","12","go","660"
"2018","12","php","6308"
"2018","12","c++","3604"
"2018","12","java","10574"
"2018","11","c++","4402"
"2018","11","c#","8536"
"2018","11","python","18142"
"2018","11","javascript","16280"
"2018","11","php","7186"
"2018","11","c","2564"
"2018","11","go","720"
"2018","11","java","11846"
"2018","10","c++","4343"
"2018","10","javascript","17523"
"2018","10","c","2480"
"2018","10","php","8267"
"2018","10","c#","9383"
"2018","10","java","12625"
"2018","10","go","796"
"2018","10","python","18251"
"2018","9","c#","8410"
"2018","9","go","678"
"2018","9","php","7740"
"2018","9","javascript","16084"
"2018","9","java","10828"
"2018","9","c++","3771"
"2018","9","c","1856"
"2018","9","python","16083"
"2018","8","php","8539"
"2018","8","c++","3931"
"2018","8","c#","9528"
"2018","8","javascript","17921"
"2018","8","java","11372"
"2018","8","c","1691"
"2018","8","python","17817"
"2018","8","go","710"
"2018","7","php","8570"
"2018","7","java","11771"
"2018","7","c++","3918"
"2018","7","javascript","17812"
"2018","7","python","17933"
"2018","7","go","693"
"2018","7","c#","9415"
"2018","7","c","1603"
"2018","6","java","11803"
"2018","6","php","8448"
"2018","6","c++","4104"
"2018","6","c","1838"
"2018","6","python","16813"
"2018","6","go","676"
"2018","6","c#","8796"
"2018","6","javascript","17198"
"2018","5","java","13480"
"2018","5","php","9486"
"2018","5","c++","4690"
"2018","5","go","635"
"2018","5","python","17580"
"2018","5","c","2373"
"2018","5","c#","9937"
"2018","5","javascript","18079"
"2018","4","python","16985"
"2018","4","java","13499"
"2018","4","go","622"
"2018","4","c","2192"
"2018","4","php","8946"
"2018","4","c#","9252"
"2018","4","javascript","17970"
"2018","4","c++","4663"
"2018","3","c","2472"
"2018","3","go","612"
"2018","3","php","9850"
"2018","3","c#","9796"
"2018","3","java","13581"
"2018","3","javascript","19167"
"2018","3","c++","5189"
"2018","3","python","17906"
"2018","2","python","16329"
"2018","2","c","2148"
"2018","2","go","582"
"2018","2","php","9144"
"2018","2","java","12046"
"2018","2","javascript","17228"
"2018","2","c++","4569"
"2018","2","c#","8588"
"2018","1","c#","9389"
"2018","1","go","545"
"2018","1","python","16251"
"2018","1","php","10136"
"2018","1","c++","4759"
"2018","1","java","12359"
"2018","1","javascript","18919"
"2018","1","c","2220"
"2019","12","javascript","14322"
"2019","12","php","5249"
"2019","12","c#","7221"
"2019","12","java","9059"
"2019","12","go","621"
"2019","12","c++","4209"
"2019","12","c","2154"
"2019","12","python","18141"
"2019","11","c#","8035"
"2019","11","c","2515"
"2019","11","java","10338"
"2019","11","c++","4734"
"2019","11","javascript","15760"
"2019","11","go","610"
"2019","11","python","20633"
"2019","11","php","6104"
"2019","10","php","6095"
"2019","10","javascript","15995"
"2019","10","c++","4842"
"2019","10","java","11233"
"2019","10","go","642"
"2019","10","python","20468"
"2019","10","c#","8421"
"2019","10","c","2483"
"2019","9","c++","3780"
"2019","9","php","5580"
"2019","9","c","2008"
"2019","9","python","16896"
"2019","9","c#","7849"
"2019","9","javascript","14892"
"2019","9","java","9690"
"2019","9","go","622"
"2019","8","c#","7719"
"2019","8","php","5817"
"2019","8","java","9106"
"2019","8","javascript","15233"
"2019","8","c","1555"
"2019","8","c++","3298"
"2019","8","go","636"
"2019","8","python","18056"
"2019","7","java","10851"
"2019","7","go","637"
"2019","7","c++","4267"
"2019","7","javascript","16169"
"2019","7","c#","8452"
"2019","7","php","6680"
"2019","7","c","1759"
"2019","7","python","19777"
"2019","6","c++","3646"
"2019","6","go","530"
"2019","6","python","17243"
"2019","6","c","1728"
"2019","6","php","6020"
"2019","6","c#","7612"
"2019","6","java","9657"
"2019","6","javascript","14825"
"2019","5","c","2096"
"2019","5","go","675"
"2019","5","python","18917"
"2019","5","c#","9032"
"2019","5","java","11117"
"2019","5","php","6965"
"2019","5","c++","4127"
"2019","5","javascript","16153"
"2019","4","go","655"
"2019","4","python","19831"
"2019","4","c#","9134"
"2019","4","c","2431"
"2019","4","php","7189"
"2019","4","javascript","16189"
"2019","4","c++","4379"
"2019","4","java","11178"
"2019","3","go","725"
"2019","3","python","19917"
"2019","3","c","2385"
"2019","3","c#","8967"
"2019","3","javascript","17336"
"2019","3","java","12059"
"2019","3","php","7805"
"2019","3","c++","4427"
"2019","2","c","2058"
"2019","2","python","17534"
"2019","2","c#","8361"
"2019","2","javascript","15707"
"2019","2","php","7297"
"2019","2","c++","3738"
"2019","2","java","11006"
"2019","2","go","632"
"2019","1","javascript","16029"
"2019","1","c","2289"
"2019","1","php","7199"
"2019","1","c#","8766"
"2019","1","c++","3907"
"2019","1","java","11033"
"2019","1","go","665"
"2019","1","python","16950"
"2020","12","go","580"
"2020","12","java","9315"
"2020","12","php","5533"
"2020","12","c++","4814"
"2020","12","javascript","18484"
"2020","12","c","2779"
"2020","12","c#","6474"
"2020","12","python","25457"
"2020","11","python","25215"
"2020","11","java","9923"
"2020","11","c","2864"
"2020","11","c#","6657"
"2020","11","javascript","17651"
"2020","11","php","5336"
"2020","11","c++","4651"
"2020","11","go","591"
"2020","10","php","4628"
"2020","10","c#","6229"
"2020","10","java","9003"
"2020","10","go","598"
"2020","10","python","22906"
"2020","10","c++","4343"
"2020","10","c","2391"
"2020","10","javascript","16523"
"2020","9","python","21861"
"2020","9","c","2176"
"2020","9","go","736"
"2020","9","c++","3950"
"2020","9","c#","6493"
"2020","9","php","4808"
"2020","9","java","8996"
"2020","9","javascript","16831"
"2020","8","go","716"
"2020","8","python","23153"
"2020","8","c","1899"
"2020","8","java","9382"
"2020","8","c++","4796"
"2020","8","javascript","18109"
"2020","8","php","5021"
"2020","8","c#","7102"
"2020","7","c#","7837"
"2020","7","python","26361"
"2020","7","go","648"
"2020","7","php","5992"
